date,City,pm25,pm10,no,no2,nox,nh3,co,so2,o3,aqi_cpcb,temp,humidity,precip,wind_speed,solar_rad,city,day_of_year,month,day_of_week,week_of_year,quarter,year,is_weekend,month_sin,month_cos,doy_sin,doy_cos,season,season_code,aqi,aqi_category,pm25_7d_avg,pm25_7d_std,pm10_7d_avg,pm10_7d_std,no2_7d_avg,no2_7d_std,o3_7d_avg,o3_7d_std,pm25_lag1,pm25_lag3,pm25_lag7,pollution_index,city_code
2015-01-11,Delhi,439.9,495.3,135.7,93.8,140.1,22.8,9.87,79.3,119.7,450.2,11.7370825,84.180824,0.0,11.808878,13.54,Delhi,11,1,6,2,1,2015,1,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006,Winter,0,451.8,Hazardous,326.35714285714283,69.86207500360636,261.4857142857143,161.6420265955137,101.89999999999999,29.536587480614624,90.8142857142857,58.575689740466814,316.8,315.2,32.4,81.7494887955182,1
2015-01-12,Delhi,59.0,239.1,175.8,118.4,153.6,32.1,0.1,90.7,191.8,467.8,11.289166,86.6149,0.0,9.659814,12.18,Delhi,12,1,0,3,1,2015,0,0.49999999999999994,0.8660254037844387,0.2051044998686192,0.9787400799669153,Winter,0,152.8,Unhealthy,290.1,123.40869769455742,273.38571428571424,155.51486990607924,103.55714285714285,30.175810242800846,103.74285714285715,70.1246475247911,439.9,226.8,312.8,39.05081932773109,1
2015-01-13,Delhi,15.9,408.7,182.4,33.6,112.6,31.7,9.49,12.3,25.7,265.3,11.232915,87.44744,0.0,12.218805,11.58,Delhi,13,1,1,3,1,2015,0,0.49999999999999994,0.8660254037844387,0.2219215130041655,0.9750645322571948,Winter,0,59.0,Moderate,236.55714285714288,150.7623168781781,318.7142857142857,138.99499305816053,89.52857142857142,36.92834116166581,82.05714285714285,66.91222751094296,59.0,316.8,390.7,33.34261204481793,1
2015-01-14,Delhi,33.1,568.6,154.4,145.7,96.1,16.7,2.65,13.5,89.5,361.0,12.889167,84.904175,4.1000004,19.694992,11.35,Delhi,14,1,2,3,1,2015,0,0.49999999999999994,0.8660254037844387,0.2386727660059501,0.9711000518829505,Winter,0,95.2,Moderate,200.95714285714286,166.73658723810294,339.8142857142857,165.7317755548749,91.10000000000001,39.32704752033475,82.67142857142858,66.9656059552393,15.9,439.9,282.3,49.43626050420168,1
2015-01-15,Delhi,67.7,597.1,17.2,34.8,180.1,38.8,5.05,13.3,48.5,481.7,11.980832,83.85638,0.0,8.311245,12.63,Delhi,15,1,3,3,1,2015,0,0.49999999999999994,0.8660254037844387,0.255353295116187,0.9668478136052775,Winter,0,157.3,Unhealthy,165.6,164.7026006675871,374.4142857142857,192.5228854670827,89.55714285714285,41.55814629900526,85.48571428571428,64.699908000229,33.1,59.0,315.2,40.64006302521008,1
2015-01-16,Delhi,283.3,260.2,137.0,12.5,158.5,1.9,1.88,91.3,167.1,240.1,13.324584,77.54099,0.0,9.339208,14.28,Delhi,16,1,4,3,1,2015,0,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,Winter,0,327.1,Hazardous,173.67142857142858,169.51572900752416,396.87142857142857,162.39832423484464,76.97142857142856,50.11575648056256,92.38571428571429,71.10350269317325,67.7,15.9,226.8,43.357268907563025,1
2015-01-17,Delhi,378.5,185.2,124.3,129.2,116.2,37.9,6.57,98.7,81.2,257.4,13.8204155,79.06785,0.0,9.931042,15.27,Delhi,17,1,5,3,1,2015,1,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393,Winter,0,402.9,Hazardous,182.4857142857143,179.50794252225003,393.45714285714286,167.18471677701146,81.14285714285714,53.4559587306179,103.35714285714286,60.38111893472598,283.3,33.1,316.8,67.88893557422969,1
2015-01-18,Delhi,486.5,401.3,97.5,1.0,67.5,21.3,2.88,63.0,171.9,439.8,13.709999,75.63784,0.0,8.707237,15.75,Delhi,18,1,6,3,1,2015,1,0.49999999999999994,0.8660254037844387,0.30492122465628907,0.9523775757303974,Winter,0,488.9,Hazardous,189.14285714285714,191.13300654381018,380.0285714285714,161.31317071962553,67.88571428571429,60.79699632304841,110.81428571428572,65.72296474778125,378.5,67.7,439.9,60.102794117647065,1
2015-01-19,Delhi,176.7,498.0,108.8,98.2,224.1,44.6,7.15,95.7,100.2,102.0,13.087082,75.010155,0.0,8.287822,15.86,Delhi,19,1,0,4,1,2015,0,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753,Winter,0,227.0,Very Unhealthy,205.95714285714286,182.77015490448522,417.0142857142857,153.08626575204184,65.0,58.43318121296039,97.72857142857143,55.185104097806274,486.5,283.3,59.0,62.93728291316526,1
2015-01-20,Delhi,187.7,42.5,138.5,4.3,82.5,33.2,1.87,60.7,172.3,374.5,12.678749,79.44033,0.0,12.413477,15.52,Delhi,20,1,1,4,1,2015,0,0.49999999999999994,0.8660254037844387,0.3375228995941133,0.9413173175128471,Winter,0,237.9,Very Unhealthy,230.5,163.51591156010883,364.7,208.82479099315134,60.81428571428571,61.997995359297136,118.67142857142858,50.94921374223926,176.7,378.5,15.9,23.428424369747898,1
2015-01-21,Delhi,3.5,506.4,143.5,146.1,53.1,2.6,3.92,81.4,53.8,192.3,12.576667,80.82101,3.8,16.954432,8.35,Delhi,21,1,2,4,1,2015,0,0.49999999999999994,0.8660254037844387,0.3536761221763716,0.9353679493131483,Winter,0,14.6,Good,226.27142857142857,169.73596863251774,355.8142857142857,199.83232495078994,60.871428571428574,62.089390244649536,113.57142857142857,55.901989060787294,187.7,486.5,33.1,52.885098039215684,1
2015-01-22,Delhi,403.8,423.9,106.4,41.3,106.2,23.0,8.67,68.2,135.0,126.7,12.845414,86.71914,17.0,14.05845,7.1,Delhi,22,1,3,4,1,2015,0,0.49999999999999994,0.8660254037844387,0.3697245428906731,0.9291414114031743,Winter,0,423.1,Hazardous,274.2857142857143,164.87150985511343,331.07142857142856,174.03503205088447,61.8,61.6817639177091,125.92857142857143,48.14248692806645,3.5,176.7,67.7,66.93647759103641,1
2015-01-23,Delhi,157.5,365.1,151.9,57.5,103.4,41.2,4.1,37.0,139.6,362.2,14.101666,82.69157,0.0,9.585739,7.75,Delhi,23,1,4,4,1,2015,0,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876,Winter,0,207.9,Very Unhealthy,256.31428571428575,170.48583937844055,346.0571428571428,171.41194879726498,68.22857142857143,57.91740424333358,122.00000000000001,45.25847986841804,403.8,187.7,283.3,41.70857843137255,1
2015-01-24,Delhi,188.3,442.6,191.0,82.8,181.5,13.7,0.53,3.6,37.1,288.8,14.380833,79.901054,0.0,11.753877,9.12,Delhi,24,1,5,4,1,2015,1,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,Winter,0,238.5,Very Unhealthy,229.14285714285714,162.7478198230098,382.8285714285715,158.25763503736258,61.6,52.143711669449345,115.70000000000002,54.09177386627287,157.5,3.5,378.5,43.557941176470585,1
2015-01-25,Delhi,397.3,457.0,112.9,100.4,87.4,21.1,7.67,76.0,2.7,148.4,13.676665,75.24046,0.0,9.178235,12.55,Delhi,25,1,6,4,1,2015,1,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,Winter,0,417.9,Hazardous,216.4,141.32030993455965,390.7857142857143,160.7222596963618,75.8,46.07132152073204,91.52857142857142,62.016495501485046,188.3,403.8,486.5,75.52046218487396,1
2015-01-26,Delhi,336.2,576.0,52.7,6.6,157.1,0.4,4.15,96.1,165.4,260.0,13.324584,74.4418,0.0,9.0,12.09,Delhi,26,1,0,5,1,2015,0,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,Winter,0,369.2,Hazardous,239.18571428571428,146.61185068712814,401.92857142857144,171.72174890682618,62.714285714285715,51.354371075609805,100.84285714285716,68.13072868006176,397.3,157.5,176.7,62.18341736694677,1
2015-01-27,Delhi,125.9,443.0,35.0,120.4,103.5,41.6,4.44,30.5,91.4,225.8,12.882915,68.91699,0.0,15.077082,15.44,Delhi,27,1,1,5,1,2015,0,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,Winter,0,187.3,Unhealthy,230.35714285714286,151.99094114609656,459.14285714285717,66.47530511758634,79.3,47.98166316417137,89.2857142857143,60.413641631986536,336.2,188.3,187.7,50.81819327731093,1
2015-01-28,Delhi,67.1,557.4,141.8,141.9,20.8,39.4,5.7,58.0,4.3,260.7,11.399585,73.844826,0.0,15.124284,16.67,Delhi,28,1,2,5,1,2015,0,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138,Winter,0,157.0,Unhealthy,239.44285714285712,137.36712194144633,466.42857142857144,74.79243977581598,78.7,47.023823749244386,82.21428571428571,67.71527224517448,125.9,397.3,3.5,58.343879551820734,1
2015-01-29,Delhi,122.3,457.2,137.7,46.7,110.1,13.7,0.77,95.0,127.3,44.1,10.962083,67.97107,0.0,16.78156,16.97,Delhi,29,1,3,5,1,2015,0,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,Winter,0,185.5,Unhealthy,199.22857142857143,121.52312145274678,471.1857142857143,72.66536149985615,79.47142857142858,46.347445606912515,81.11428571428571,66.77083766064916,67.1,336.2,403.8,44.11109243697479,1
2015-01-30,Delhi,485.5,128.0,37.5,103.7,79.1,10.8,1.14,6.5,133.6,337.9,11.762082,66.43486,0.0,18.668005,17.22,Delhi,30,1,4,5,1,2015,0,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,Winter,0,488.1,Hazardous,246.08571428571426,159.92088073556278,437.31428571428575,147.29384948204083,86.07142857142857,45.98527714699254,80.25714285714285,65.92811380948336,122.3,125.9,157.5,54.948599439775904,1
2015-01-31,Delhi,405.9,355.9,116.2,88.1,125.4,26.6,6.87,87.6,109.2,489.9,13.095416,64.505165,0.0,15.986593,16.42,Delhi,31,1,5,5,1,2015,1,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,Winter,0,424.7,Hazardous,277.1714285714286,167.77231311399103,424.9285714285714,150.38803935470528,86.82857142857144,45.966064086661234,90.55714285714285,63.65482063815899,485.5,67.1,188.3,70.6302030812325,1
2015-02-01,Delhi,4.2,172.2,85.1,0.9,146.2,47.1,2.99,91.0,36.4,447.5,13.855832,73.9842,0.0,9.931042,13.2,Delhi,32,2,6,5,1,2015,1,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,Winter,0,17.5,Good,221.01428571428573,185.69349682179168,384.24285714285713,176.5197048220855,72.61428571428571,55.47144696662805,95.37142857142858,56.80888176701816,405.9,122.3,397.3,19.679117647058824,1
2015-02-02,Delhi,334.2,286.2,108.7,139.7,54.2,32.4,2.99,14.9,76.3,266.8,15.812081,75.35517,1.2,20.991426,13.83,Delhi,33,2,0,6,1,2015,0,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,Winter,0,367.7,Hazardous,220.72857142857143,185.48815518594634,342.8428571428571,156.949629469063,91.62857142857142,51.75953098337587,82.64285714285714,47.76521946433609,4.2,485.5,336.2,58.43502801120448,1
2015-02-03,Delhi,292.7,5.6,160.1,110.9,97.6,34.1,4.79,49.8,55.2,40.7,17.01,78.103645,13.200001,19.483284,11.61,Delhi,34,2,1,6,1,2015,0,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,Winter,0,334.6,Hazardous,244.55714285714285,181.95601901872567,280.35714285714283,193.29129879659908,90.27142857142859,50.998356649527246,77.47142857142858,48.61123718804513,334.2,405.9,125.9,45.28719887955182,1
2015-02-04,Delhi,413.1,254.3,156.9,44.4,239.4,23.1,5.08,39.5,28.9,365.4,13.918331,85.551674,0.0,14.565548,14.48,Delhi,35,2,2,6,1,2015,0,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,Winter,0,430.5,Hazardous,293.9857142857143,172.46319828271993,237.05714285714285,149.9839753345097,76.34285714285714,47.759182612451845,80.98571428571428,43.00579141508845,292.7,4.2,67.1,54.47440476190476,1
2015-02-05,Delhi,172.9,328.3,79.4,28.6,207.0,13.3,8.51,85.2,189.5,37.6,14.130836,75.9795,0.0,13.53236,17.97,Delhi,36,2,3,6,1,2015,0,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,Winter,0,223.2,Very Unhealthy,301.2142857142857,164.96531381446454,218.64285714285714,124.1369788733779,73.75714285714285,50.06581858390203,89.87142857142858,57.98654195258627,413.1,334.2,122.3,46.630343137254904,1
2015-02-06,Delhi,23.8,436.9,190.1,88.6,221.6,1.1,0.46,71.2,144.9,52.3,13.526666,72.41421,0.0,9.19939,17.96,Delhi,37,2,4,6,1,2015,0,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,Winter,0,75.6,Moderate,235.25714285714284,171.18526861408426,262.7714285714286,140.38558466221644,71.6,48.871736890217704,91.48571428571428,59.54318960696873,172.9,292.7,485.5,39.26416666666666,1
2015-02-07,Delhi,207.1,288.6,197.7,66.6,80.7,49.8,0.73,71.2,51.0,261.6,14.793334,68.97023,0.0,8.714677,17.65,Delhi,38,2,5,6,1,2015,1,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,Winter,0,257.1,Very Unhealthy,206.85714285714286,153.76079753026403,253.15714285714284,135.15165379605787,68.52857142857142,48.3345878326523,83.17142857142858,60.709354421585765,23.8,413.1,405.9,43.25780112044818,1
2015-02-08,Delhi,21.0,132.5,140.7,105.3,139.7,27.5,1.86,26.8,18.6,311.0,15.339166,72.69056,2.1,9.028754,15.36,Delhi,39,2,6,6,1,2015,1,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770628,Winter,0,69.7,Moderate,209.25714285714284,150.15932490905402,247.4857142857143,139.86585750367405,83.44285714285715,39.24040677426169,80.62857142857142,63.311918685339556,207.1,172.9,4.2,25.57142156862745,1
2015-02-09,Delhi,476.6,581.6,20.3,73.0,193.8,12.6,6.1,29.9,106.4,326.7,15.803749,71.16892,0.0,14.113652,18.09,Delhi,40,2,0,7,1,2015,0,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,Winter,0,481.0,Hazardous,229.6,177.1306485808333,289.6857142857143,189.31562207568805,73.91428571428571,30.40693060095721,84.92857142857143,63.987491337128134,21.0,23.8,334.2,76.43201680672269,1
2015-02-10,Delhi,262.9,178.7,75.4,34.7,188.0,39.8,1.08,2.5,142.6,437.3,15.145416,66.80819,0.0,14.512064,18.71,Delhi,41,2,1,7,1,2015,0,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,Winter,0,310.9,Hazardous,225.34285714285716,175.71379055292212,314.4142857142857,154.04276926199668,63.028571428571425,28.541823948124165,97.41428571428571,65.72334513122485,476.6,207.1,292.7,31.81286414565826,1
2015-02-11,Delhi,87.9,210.8,30.8,149.5,197.5,9.6,6.64,34.9,72.4,26.7,14.818333,64.09142,0.0,9.387651,18.22,Delhi,42,2,2,7,1,2015,0,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,Winter,0,167.7,Unhealthy,178.8857142857143,160.09473683386582,308.2,157.70590773123664,78.04285714285713,41.713501297256144,103.62857142857142,59.970179097217816,262.9,21.0,413.1,45.00212885154062,1
2015-02-12,Delhi,416.1,398.4,145.2,127.7,247.4,45.7,3.24,8.0,27.4,413.9,15.237083,68.95045,0.0,13.281023,18.69,Delhi,43,2,3,7,1,2015,0,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,Winter,0,432.9,Hazardous,213.62857142857143,183.28814941039073,318.2142857142857,161.37789427894003,92.2,38.85520128202486,80.47142857142856,52.06030843440821,87.9,476.6,172.9,66.80532212885153,1
2015-02-13,Delhi,64.2,531.8,24.7,50.7,168.3,18.3,1.17,7.3,122.4,205.5,16.685003,62.643143,0.0,16.645864,18.72,Delhi,44,2,4,7,1,2015,0,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,Winter,0,155.5,Unhealthy,219.40000000000003,176.83708133005737,331.77142857142854,176.3060474883161,86.78571428571429,41.95721743917362,77.25714285714285,47.95188064239876,416.1,262.9,23.8,35.314131652661054,1
2015-02-14,Delhi,381.0,226.1,56.2,137.1,89.2,48.1,8.28,88.5,134.2,493.5,18.841248,62.86462,0.0,9.449572,18.45,Delhi,45,2,5,7,1,2015,1,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,Winter,0,404.9,Hazardous,244.24285714285716,186.75796151831437,322.84285714285716,180.39197004618262,96.85714285714286,44.67750579217155,89.14285714285714,50.59719548034447,64.2,87.9,207.1,71.5115056022409,1
2015-02-15,Delhi,389.3,412.5,71.4,85.3,167.1,27.1,9.15,60.6,41.6,9.8,18.35375,71.49351,0.0,7.928178,18.84,Delhi,46,2,6,7,1,2015,1,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,Winter,0,411.5,Hazardous,296.85714285714283,163.85846389636453,362.84285714285716,161.17049830477512,94.0,44.68709731753301,92.42857142857143,45.769193215732436,381.0,416.1,21.0,71.03273809523809,1
2015-02-16,Delhi,65.4,70.3,49.0,43.2,80.0,22.6,4.59,30.2,31.9,118.1,19.820417,70.348145,0.0,21.915691,18.13,Delhi,47,2,0,8,1,2015,0,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,Winter,0,156.1,Unhealthy,238.11428571428573,162.38197178844933,289.8,161.3667665082662,89.74285714285715,48.294922339822875,81.78571428571429,50.4059000703763,389.3,64.2,476.6,20.878998599439775,1
2015-02-17,Delhi,355.9,417.6,182.8,5.5,64.6,6.8,0.31,22.2,140.9,464.4,20.414164,73.80807,1.6,15.716793,17.77,Delhi,48,2,1,8,1,2015,0,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,Winter,0,384.9,Hazardous,251.4,168.43940552416268,323.92857142857144,159.2020279842116,85.57142857142857,54.680487509583465,81.54285714285713,50.06701699198975,65.4,381.0,262.9,45.586302521008406,1
2015-02-18,Delhi,252.3,553.2,103.6,11.2,4.9,20.0,0.78,82.4,7.8,208.6,19.74958,77.0067,11.999999,21.313093,17.54,Delhi,49,2,2,8,1,2015,0,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,Winter,0,302.4,Hazardous,274.8857142857143,152.55518595545928,372.8428571428571,170.8268017334405,65.81428571428572,52.68075007601379,72.31428571428572,57.443433874012925,355.9,389.3,87.9,51.231400560224095,1
2015-02-19,Delhi,450.2,576.9,82.2,74.7,74.8,3.1,7.77,81.9,163.1,456.4,20.085,77.90612,1.5999999,25.076267,17.01,Delhi,50,2,3,8,1,2015,0,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,Winter,0,460.0,Hazardous,279.75714285714287,158.2540242473353,398.34285714285716,187.7610081738916,58.24285714285715,45.64244578397235,91.70000000000002,62.4401046336941,252.3,65.4,416.1,81.4841106442577,1
2015-02-20,Delhi,318.0,329.0,6.1,64.2,16.6,41.1,1.94,5.8,60.0,16.1,21.243332,73.98258,0.0,18.720001,18.36,Delhi,51,2,4,8,1,2015,0,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,Winter,0,354.8,Hazardous,316.0142857142857,126.5316749351907,369.37142857142857,179.18677140798937,60.17142857142857,45.55574293418682,82.78571428571429,61.77748857988721,450.2,355.9,64.2,47.05724089635854,1
2015-02-21,Delhi,121.9,212.9,158.9,49.6,103.8,41.1,0.08,9.6,178.5,412.8,20.666246,75.42213,0.0,17.786331,19.1,Delhi,52,2,5,8,1,2015,1,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,Winter,0,185.3,Unhealthy,279.0,141.37915923737367,367.4857142857143,181.00603515326432,47.67142857142857,30.419166890066403,89.11428571428571,69.68523106492098,318.0,252.3,381.0,25.060581232493,1
2015-02-22,Delhi,190.3,388.7,135.2,75.4,65.5,22.8,1.79,28.6,34.3,136.1,20.57667,68.86102,0.0,21.485697,19.7,Delhi,53,2,6,8,1,2015,1,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,Winter,0,240.4,Very Unhealthy,250.57142857142858,135.3838458394712,364.08571428571435,180.24148087654913,46.25714285714286,28.55088189781281,88.07142857142857,70.56388864676026,121.9,450.2,389.3,44.22549719887955,1
2015-02-23,Delhi,318.1,553.9,184.9,62.7,13.2,15.4,7.9,62.8,166.5,305.5,20.210001,77.119804,0.0,9.47012,18.59,Delhi,54,2,0,9,1,2015,0,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059164,Winter,0,354.8,Hazardous,286.6714285714285,108.87446462609607,433.1714285714285,136.1564751096536,49.042857142857144,29.14794773466659,107.3,71.04367201470751,190.3,318.0,65.4,67.89507703081232,1
2015-02-24,Delhi,199.8,131.5,21.7,148.8,68.4,32.5,1.49,40.6,77.0,286.3,20.968334,78.81221,0.1,12.24,13.74,Delhi,55,2,1,9,1,2015,0,0.8660254037844386,0.5000000000000001,0.811539059007361,0.5842981736283684,Winter,0,249.9,Very Unhealthy,264.37142857142857,108.31659944018604,392.3,178.09238239370785,69.51428571428572,41.27058793585848,98.17142857142858,70.10591307171634,318.1,121.9,355.9,44.86076330532213,1
2015-02-25,Delhi,169.2,458.8,166.7,47.3,182.0,38.4,5.76,5.3,39.1,110.8,21.464165,79.17663,5.2000003,14.336861,14.25,Delhi,56,2,2,9,1,2015,0,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,Winter,0,219.5,Very Unhealthy,252.5,114.25138948826834,378.8142857142857,167.11361832170178,74.67142857142858,34.46330001057714,102.64285714285714,64.1242506686006,199.8,190.3,252.3,43.56207282913165,1
2015-02-26,Delhi,92.3,572.9,17.0,87.6,210.2,34.5,5.96,84.7,113.8,465.8,18.672499,68.59376,0.0,11.252519,18.75,Delhi,57,2,3,9,1,2015,0,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,Winter,0,170.0,Unhealthy,201.3714285714286,88.12880184301669,378.24285714285713,166.32838860862822,76.51428571428572,34.80825709375235,95.60000000000001,58.869516729798285,169.2,318.1,450.2,56.444418767506995,1
2015-02-27,Delhi,60.5,74.8,163.2,55.4,85.8,33.9,1.28,79.0,168.7,335.7,17.020416,67.55436,0.0,12.6462,19.15,Delhi,58,2,4,9,1,2015,0,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,Winter,0,153.6,Unhealthy,164.58571428571432,85.01992763604352,341.92857142857144,202.6542269835142,75.25714285714285,35.479564876271,111.12857142857145,62.15841896009782,92.3,199.8,318.0,23.920028011204483,1
